"","COD_DISCIPLINA","ANO","SEMESTRE","NOME_DISCIPLINA","SIGLA","TOTAL_ALUNOS","Sem"
"510","ELC1048",2021,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Reprovado",1,"DCG"
"511","ELC1048",2020,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Incompleto",1,"DCG"
"512","ELC1048",2022,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Repr.Freq",1,"DCG"
"513","ELC1048",2019,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Tr.Parcial",1,"DCG"
"514","ELC1048",2022,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Reprovado",1,"DCG"
"515","ELC1048",2018,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Repr.Freq",2,"DCG"
"516","ELC1048",2019,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Repr.Freq",2,"DCG"
"517","ELC1051",2017,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",2,"DCG"
"518","ELC1051",2019,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",1,"DCG"
"519","ELC1051",2016,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",2,"DCG"
"520","ELC1051",2018,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",1,"DCG"
"521","ELC1051",2015,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",1,"DCG"
"522","ELC1051",2022,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",4,"DCG"
"523","ELC1051",2016,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",7,"DCG"
"524","ELC1051",2020,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",6,"DCG"
"525","ELC1051",2018,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",3,"DCG"
"526","ELC1051",2015,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",7,"DCG"
"527","ELC1051",2021,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",2,"DCG"
"528","ELC1051",2020,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Reprovado",2,"DCG"
"529","ELC1051",2019,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",5,"DCG"
"530","ELC1064",2019,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",2,"1.0"
"531","ELC1064",2015,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",2,"1.0"
"532","ELC1064",2022,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",6,"1.0"
"533","ELC1064",2019,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",12,"1.0"
"534","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Dispensado",2,"1.0"
"535","ELC1064",2014,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",4,"1.0"
"536","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",5,"1.0"
"537","ELC1064",2021,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",27,"1.0"
"538","ELC1064",2017,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",8,"1.0"
"539","ELC1064",2015,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",2,"1.0"
"540","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","CancMatric",1,"1.0"
"541","ELC1064",2022,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",5,"1.0"
"542","ELC1064",2019,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"1.0"
"543","ELC1064",2021,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",8,"1.0"
"544","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"1.0"
"545","ELC1064",2015,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",3,"1.0"
"546","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",23,"1.0"
"547","ELC1064",2018,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",5,"1.0"
"548","ELC1064",2020,"1. Semestre","LÓGICA E ALGORÍTMO","Incompleto",2,"1.0"
"549","ELC1064",2016,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",5,"1.0"
"550","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",7,"1.0"
"551","ELC1064",2020,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",18,"1.0"
"552","ELC1064",2019,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",4,"1.0"
"553","ELC1064",2019,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",5,"1.0"
"554","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",27,"1.0"
"555","ELC1064",2014,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",3,"1.0"
"556","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Tr.Parcial",1,"1.0"
"557","ELC1064",2020,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",5,"1.0"
"558","ELC1064",2020,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",6,"1.0"
"559","ELC1064",2020,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",13,"1.0"
"560","ELC1064",2021,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",2,"1.0"
"561","ELC1064",2014,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",1,"1.0"
"562","ELC1064",2017,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",27,"1.0"
"563","ELC1064",2014,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",3,"1.0"
"564","ELC1064",2016,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",11,"1.0"
"565","ELC1064",2018,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",4,"1.0"
"566","ELC1064",2016,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",1,"1.0"
"567","ELC1064",2019,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",22,"1.0"
"568","ELC1064",2017,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",12,"1.0"
"569","ELC1064",2018,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",6,"1.0"
"570","ELC1064",2018,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",2,"1.0"
"571","ELC1064",2016,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",19,"1.0"
"572","ELC1064",2014,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",31,"1.0"
"573","ELC1064",2014,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",6,"1.0"
"574","ELC1064",2017,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",3,"1.0"
"575","ELC1064",2021,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",4,"1.0"
"576","ELC1064",2017,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"1.0"
"577","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Tr.Parcial",1,"1.0"
"578","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",10,"1.0"
"579","ELC1064",2018,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",1,"1.0"
"580","ELC1064",2017,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"1.0"
"581","ELC1064",2018,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",26,"1.0"
"582","ELC1064",2016,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",3,"1.0"
"583","ELC1064",2016,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",7,"1.0"
"584","ELC1065",2021,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",27,"1.0"
"585","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","CancMatric",1,"1.0"
"586","ELC1065",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",9,"1.0"
"587","ELC1065",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",9,"1.0"
"588","ELC1065",2021,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",8,"1.0"
"589","ELC1065",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",6,"1.0"
"590","ELC1065",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Tr.Parcial",2,"1.0"
"591","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",7,"1.0"
"592","ELC1065",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",10,"1.0"
"593","ELC1065",2020,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",4,"1.0"
"594","ELC1065",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",1,"1.0"
"595","ELC1065",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",3,"1.0"
"596","ELC1065",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",22,"1.0"
"597","ELC1065",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",9,"1.0"
"598","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Tr.Parcial",1,"1.0"
"599","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",1,"1.0"
"600","ELC1065",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",11,"1.0"
"601","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Tr.Parcial",1,"1.0"
"602","ELC1065",2022,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",8,"1.0"
"603","ELC1065",2020,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Incompleto",7,"1.0"
"604","ELC1065",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",5,"1.0"
"605","ELC1065",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",3,"1.0"
"606","ELC1065",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",3,"1.0"
"607","ELC1065",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",15,"1.0"
"608","ELC1065",2017,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",12,"1.0"
"609","ELC1065",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",23,"1.0"
"610","ELC1065",2022,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",2,"1.0"
"611","ELC1065",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",3,"1.0"
"612","ELC1065",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",8,"1.0"
"613","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",9,"1.0"
"614","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Dispensado",1,"1.0"
"615","ELC1065",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",1,"1.0"
"616","ELC1065",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",5,"1.0"
"617","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",29,"1.0"
"618","ELC1065",2020,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",1,"1.0"
"619","ELC1065",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",7,"1.0"
"620","ELC1065",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",10,"1.0"
"621","ELC1065",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",5,"1.0"
"622","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",27,"1.0"
"623","ELC1065",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",24,"1.0"
"624","ELC1065",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",2,"1.0"
"625","ELC1065",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",11,"1.0"
"626","ELC1065",2020,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",7,"1.0"
"627","ELC1065",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",4,"1.0"
"628","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",4,"1.0"
"629","ELC1065",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",1,"1.0"
"630","ELC1065",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",5,"1.0"
"631","ELC1065",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",2,"1.0"
"632","ELC1065",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",3,"1.0"
"633","ELC1065",2017,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",29,"1.0"
"634","ELC1065",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",4,"1.0"
"635","ELC1065",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",4,"1.0"
"636","ELC1065",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",25,"1.0"
"637","ELC1066",2018,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",4,"2.0"
"638","ELC1066",2014,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",6,"2.0"
"639","ELC1066",2017,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",5,"2.0"
"640","ELC1066",2017,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",5,"2.0"
"641","ELC1066",2014,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",3,"2.0"
"642","ELC1066",2017,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",5,"2.0"
"643","ELC1066",2018,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",3,"2.0"
"644","ELC1066",2015,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",10,"2.0"
"645","ELC1066",2022,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",12,"2.0"
"646","ELC1066",2014,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",10,"2.0"
"647","ELC1066",2016,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",9,"2.0"
"648","ELC1066",2018,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",18,"2.0"
"649","ELC1066",2018,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",4,"2.0"
"650","ELC1066",2015,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Tr.Parcial",2,"2.0"
"651","ELC1066",2015,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",4,"2.0"
"652","ELC1066",2014,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",20,"2.0"
"653","ELC1066",2014,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",18,"2.0"
"654","ELC1066",2019,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",6,"2.0"
"655","ELC1066",2019,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",6,"2.0"
"656","ELC1066",2017,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",21,"2.0"
"657","ELC1066",2016,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",10,"2.0"
"658","ELC1066",2019,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",21,"2.0"
"659","ELC1066",2015,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",9,"2.0"
"660","ELC1066",2017,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",8,"2.0"
"661","ELC1066",2015,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",12,"2.0"
"662","ELC1066",2015,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",12,"2.0"
"663","ELC1066",2015,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Tr.Parcial",2,"2.0"
"664","ELC1066",2020,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Incompleto",2,"2.0"
"665","ELC1066",2022,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",26,"2.0"
"666","ELC1066",2020,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",8,"2.0"
"667","ELC1066",2016,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",17,"2.0"
"668","ELC1066",2020,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Tr.Parcial",1,"2.0"
"669","ELC1066",2019,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",6,"2.0"
"670","ELC1066",2022,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",5,"2.0"
"671","ELC1066",2021,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Tr.Parcial",1,"2.0"
"672","ELC1066",2019,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",4,"2.0"
"673","ELC1066",2020,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",4,"2.0"
"674","ELC1066",2021,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",4,"2.0"
"675","ELC1066",2015,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",1,"2.0"
"676","ELC1066",2021,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",25,"2.0"
"677","ELC1066",2019,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",3,"2.0"
"678","ELC1066",2014,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",5,"2.0"
"679","ELC1066",2021,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",8,"2.0"
"680","ELC1066",2017,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",8,"2.0"
"681","ELC1066",2016,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",4,"2.0"
"682","ELC1066",2020,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",12,"2.0"
"683","ELC1066",2022,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",3,"2.0"
"684","ELC1066",2016,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",12,"2.0"
"685","ELC1066",2021,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",8,"2.0"
"686","ELC1066",2022,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Aprovado",2,"2.0"
"687","ELC1066",2018,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",7,"2.0"
"688","ELC1066",2018,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Tr.Parcial",2,"2.0"
"689","ELC1066",2022,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Dispensado",1,"2.0"
"690","ELC1066",2018,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Tr.Parcial",1,"2.0"
"691","ELC1066",2018,"1. Semestre","ESTRUTURAS DE DADOS ""A""","Reprovado",2,"2.0"
"692","ELC1066",2016,"2. Semestre","ESTRUTURAS DE DADOS ""A""","Repr.Freq",4,"2.0"
"693","ELC1067",2020,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Incompleto",7,"2.0"
"694","ELC1067",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Tr.Parcial",2,"2.0"
"695","ELC1067",2020,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",21,"2.0"
"696","ELC1067",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",27,"2.0"
"697","ELC1067",2022,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",2,"2.0"
"698","ELC1067",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",5,"2.0"
"699","ELC1067",2022,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",27,"2.0"
"700","ELC1067",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",3,"2.0"
"701","ELC1067",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",3,"2.0"
"702","ELC1067",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",4,"2.0"
"703","ELC1067",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Tr.Parcial",1,"2.0"
"704","ELC1067",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",2,"2.0"
"705","ELC1067",2022,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",3,"2.0"
"706","ELC1067",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Dispensado",1,"2.0"
"707","ELC1067",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",2,"2.0"
"708","ELC1067",2021,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",4,"2.0"
"709","ELC1067",2020,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Tr.Parcial",1,"2.0"
"710","ELC1067",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Tr.Parcial",2,"2.0"
"711","ELC1067",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",5,"2.0"
"712","ELC1067",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",13,"2.0"
"713","ELC1067",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",5,"2.0"
"714","ELC1067",2020,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",7,"2.0"
"715","ELC1067",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",3,"2.0"
"716","ELC1067",2020,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",10,"2.0"
"717","ELC1067",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",13,"2.0"
"718","ELC1067",2017,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",3,"2.0"
"719","ELC1067",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",6,"2.0"
"720","ELC1067",2021,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",6,"2.0"
"721","ELC1067",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",19,"2.0"
"722","ELC1067",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Tr.Parcial",1,"2.0"
"723","ELC1067",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",16,"2.0"
"724","ELC1067",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",9,"2.0"
"725","ELC1067",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",3,"2.0"
"726","ELC1067",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",3,"2.0"
"727","ELC1067",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",6,"2.0"
"728","ELC1067",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",2,"2.0"
"729","ELC1067",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",12,"2.0"
"730","ELC1067",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",1,"2.0"
"731","ELC1067",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",26,"2.0"
"732","ELC1067",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",20,"2.0"
"733","ELC1067",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",4,"2.0"
"734","ELC1067",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",4,"2.0"
"735","ELC1067",2017,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",4,"2.0"
"736","ELC1067",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",6,"2.0"
"737","ELC1067",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",14,"2.0"
"738","ELC1067",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",12,"2.0"
"739","ELC1067",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",9,"2.0"
"740","ELC1067",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Reprovado",15,"2.0"
"741","ELC1067",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",19,"2.0"
"742","ELC1067",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Tr.Parcial",1,"2.0"
"743","ELC1067",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Aprovado",2,"2.0"
"744","ELC1067",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",4,"2.0"
"745","ELC1067",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO II","Repr.Freq",7,"2.0"
"746","ELC1068",2019,"2. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Reprovado",1,"3.0"
"747","ELC1068",2016,"2. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Reprovado",10,"3.0"
"748","ELC1068",2015,"2. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Reprovado",2,"3.0"
"749","ELC1068",2016,"1. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Repr.Freq",7,"3.0"
"750","ELC1068",2021,"1. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Reprovado",6,"3.0"
"751","ELC1068",2018,"2. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Repr.Freq",1,"3.0"
"752","ELC1068",2019,"1. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Reprovado",5,"3.0"
"753","ELC1068",2021,"1. Semestre","PESQUISA E ORDENAÇÃO DE DADOS ""A""","Aprovado",25,"3.0"
