"","COD_DISCIPLINA","ANO","SEMESTRE","NOME_DISCIPLINA","SIGLA","TOTAL_ALUNOS","Sem"
"252","ELC1010",2014,"2. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",8,"1.0"
"253","ELC1010",2019,"2. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",3,"1.0"
"254","ELC1010",2019,"1. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",24,"1.0"
"255","ELC1010",2014,"2. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",1,"1.0"
"256","ELC1010",2017,"1. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",1,"1.0"
"257","ELC1010",2015,"1. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",8,"1.0"
"258","ELC1010",2022,"1. Semestre","CIRCUÍTOS DIGITAIS","Reprovado",7,"1.0"
"259","ELC1010",2022,"1. Semestre","CIRCUÍTOS DIGITAIS","CancMatric",1,"1.0"
"260","ELC1010",2021,"2. Semestre","CIRCUÍTOS DIGITAIS","Reprovado",8,"1.0"
"261","ELC1010",2014,"1. Semestre","CIRCUÍTOS DIGITAIS","Reprovado",20,"1.0"
"262","ELC1010",2017,"2. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",3,"1.0"
"263","ELC1010",2021,"2. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",1,"1.0"
"264","ELC1010",2017,"1. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",25,"1.0"
"265","ELC1010",2015,"1. Semestre","CIRCUÍTOS DIGITAIS","Reprovado",14,"1.0"
"266","ELC1010",2022,"1. Semestre","CIRCUÍTOS DIGITAIS","Dispensado",1,"1.0"
"267","ELC1010",2015,"2. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",2,"1.0"
"268","ELC1010",2018,"2. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",1,"1.0"
"269","ELC1010",2017,"2. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",2,"1.0"
"270","ELC1010",2015,"2. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",5,"1.0"
"271","ELC1010",2016,"2. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",3,"1.0"
"272","ELC1010",2016,"1. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",8,"1.0"
"273","ELC1010",2016,"1. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",22,"1.0"
"274","ELC1010",2015,"1. Semestre","CIRCUÍTOS DIGITAIS","Aprovado",22,"1.0"
"275","ELC1010",2018,"1. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",4,"1.0"
"276","ELC1010",2018,"2. Semestre","CIRCUÍTOS DIGITAIS","Repr.Freq",6,"1.0"
"277","ELC1011",2022,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",17,"2.0"
"278","ELC1011",2016,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",11,"2.0"
"279","ELC1011",2014,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",2,"2.0"
"280","ELC1011",2016,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",11,"2.0"
"281","ELC1011",2018,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",15,"2.0"
"282","ELC1011",2018,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",8,"2.0"
"283","ELC1011",2015,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",4,"2.0"
"284","ELC1011",2021,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Tr.Parcial",2,"2.0"
"285","ELC1011",2018,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",2,"2.0"
"286","ELC1011",2018,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",25,"2.0"
"287","ELC1011",2022,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",8,"2.0"
"288","ELC1011",2022,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",13,"2.0"
"289","ELC1011",2022,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",1,"2.0"
"290","ELC1011",2022,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Dispensado",2,"2.0"
"291","ELC1011",2014,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Repr.Freq",7,"2.0"
"292","ELC1011",2015,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",16,"2.0"
"293","ELC1011",2021,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",30,"2.0"
"294","ELC1011",2014,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",8,"2.0"
"295","ELC1011",2020,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Tr.Parcial",1,"2.0"
"296","ELC1011",2020,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",26,"2.0"
"297","ELC1011",2019,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",23,"2.0"
"298","ELC1011",2021,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",3,"2.0"
"299","ELC1011",2017,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",23,"2.0"
"300","ELC1011",2019,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",8,"2.0"
"301","ELC1011",2019,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",5,"2.0"
"302","ELC1011",2014,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Tr.Parcial",1,"2.0"
"303","ELC1011",2017,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Tr.Parcial",1,"2.0"
"304","ELC1011",2014,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",29,"2.0"
"305","ELC1011",2022,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Repr.Freq",9,"2.0"
"306","ELC1011",2020,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",1,"2.0"
"307","ELC1011",2019,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",18,"2.0"
"308","ELC1011",2017,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",5,"2.0"
"309","ELC1011",2020,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",14,"2.0"
"310","ELC1011",2015,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",26,"2.0"
"311","ELC1011",2020,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Incompleto",10,"2.0"
"312","ELC1011",2021,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",9,"2.0"
"313","ELC1011",2014,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",2,"2.0"
"314","ELC1011",2016,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",29,"2.0"
"315","ELC1011",2017,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",7,"2.0"
"316","ELC1011",2021,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",8,"2.0"
"317","ELC1011",2015,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Reprovado",7,"2.0"
"318","ELC1011",2018,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Tr.Parcial",1,"2.0"
"319","ELC1011",2017,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Aprovado",16,"2.0"
"320","ELC1011",2015,"1. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Tr.Parcial",1,"2.0"
"321","ELC1011",2018,"2. Semestre","ORGANIZAÇÃO DE COMPUTADORES","Tr.Parcial",2,"2.0"
"322","ELC1013",2022,"2. Semestre","LÓGICA DE PREDICADO","Aprovado",14,"Inativo"
"323","ELC1013",2022,"2. Semestre","LÓGICA DE PREDICADO","Reprovado",3,"Inativo"
"324","ELC1013",2014,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",18,"Inativo"
"325","ELC1013",2014,"1. Semestre","LÓGICA DE PREDICADO","Repr.Freq",5,"Inativo"
"326","ELC1013",2014,"1. Semestre","LÓGICA DE PREDICADO","Reprovado",3,"Inativo"
"327","ELC1013",2016,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",22,"Inativo"
"328","ELC1013",2016,"2. Semestre","LÓGICA DE PREDICADO","Aprovado",1,"Inativo"
"329","ELC1013",2016,"1. Semestre","LÓGICA DE PREDICADO","Repr.Freq",7,"Inativo"
"330","ELC1013",2016,"1. Semestre","LÓGICA DE PREDICADO","Reprovado",4,"Inativo"
"331","ELC1013",2016,"2. Semestre","LÓGICA DE PREDICADO","Reprovado",1,"Inativo"
"332","ELC1013",2019,"1. Semestre","LÓGICA DE PREDICADO","Reprovado",2,"Inativo"
"333","ELC1013",2017,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",19,"Inativo"
"334","ELC1013",2017,"1. Semestre","LÓGICA DE PREDICADO","Repr.Freq",7,"Inativo"
"335","ELC1013",2015,"2. Semestre","LÓGICA DE PREDICADO","Aprovado",2,"Inativo"
"336","ELC1013",2022,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",15,"Inativo"
"337","ELC1013",2021,"2. Semestre","LÓGICA DE PREDICADO","Aprovado",6,"Inativo"
"338","ELC1013",2021,"2. Semestre","LÓGICA DE PREDICADO","Reprovado",6,"Inativo"
"339","ELC1013",2022,"1. Semestre","LÓGICA DE PREDICADO","Reprovado",4,"Inativo"
"340","ELC1013",2015,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",17,"Inativo"
"341","ELC1013",2015,"1. Semestre","LÓGICA DE PREDICADO","Repr.Freq",6,"Inativo"
"342","ELC1013",2019,"1. Semestre","LÓGICA DE PREDICADO","Repr.Freq",1,"Inativo"
"343","ELC1013",2019,"1. Semestre","LÓGICA DE PREDICADO","Tr.Parcial",2,"Inativo"
"344","ELC1013",2018,"1. Semestre","LÓGICA DE PREDICADO","Reprovado",2,"Inativo"
"345","ELC1013",2021,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",16,"Inativo"
"346","ELC1013",2018,"1. Semestre","LÓGICA DE PREDICADO","Repr.Freq",2,"Inativo"
"347","ELC1013",2019,"2. Semestre","LÓGICA DE PREDICADO","Aprovado",1,"Inativo"
"348","ELC1013",2019,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",24,"Inativo"
"349","ELC1013",2018,"2. Semestre","LÓGICA DE PREDICADO","Aprovado",1,"Inativo"
"350","ELC1013",2020,"2. Semestre","LÓGICA DE PREDICADO","Tr.Parcial",1,"Inativo"
"351","ELC1013",2020,"2. Semestre","LÓGICA DE PREDICADO","Aprovado",12,"Inativo"
"352","ELC1013",2020,"2. Semestre","LÓGICA DE PREDICADO","Incompleto",4,"Inativo"
"353","ELC1013",2020,"1. Semestre","LÓGICA DE PREDICADO","Incompleto",22,"Inativo"
"354","ELC1013",2018,"1. Semestre","LÓGICA DE PREDICADO","Aprovado",16,"Inativo"
"355","ELC1014",2020,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Tr.Parcial",1,"7.0"
"356","ELC1014",2019,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",14,"7.0"
"357","ELC1014",2014,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Repr.Freq",7,"7.0"
"358","ELC1014",2020,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",16,"7.0"
"359","ELC1014",2019,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Repr.Freq",3,"7.0"
"360","ELC1014",2014,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",4,"7.0"
"361","ELC1014",2015,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",24,"7.0"
"362","ELC1014",2017,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",2,"7.0"
"363","ELC1014",2019,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",1,"7.0"
"364","ELC1014",2017,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Repr.Freq",3,"7.0"
"365","ELC1014",2020,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Incompleto",7,"7.0"
"366","ELC1014",2022,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Repr.Freq",6,"7.0"
"367","ELC1014",2017,"2. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",1,"7.0"
"368","ELC1014",2018,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",15,"7.0"
"369","ELC1014",2015,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",1,"7.0"
"370","ELC1014",2015,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Repr.Freq",2,"7.0"
"371","ELC1014",2017,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",18,"7.0"
"372","ELC1014",2018,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Repr.Freq",5,"7.0"
"373","ELC1014",2022,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",7,"7.0"
"374","ELC1014",2014,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",10,"7.0"
"375","ELC1014",2016,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Repr.Freq",2,"7.0"
"376","ELC1014",2018,"2. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",1,"7.0"
"377","ELC1014",2021,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",19,"7.0"
"378","ELC1014",2018,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",1,"7.0"
"379","ELC1014",2021,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Tr.Parcial",1,"7.0"
"380","ELC1014",2022,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",12,"7.0"
"381","ELC1014",2021,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Reprovado",7,"7.0"
"382","ELC1014",2016,"1. Semestre","INTELIGÊNCIA ARTIFICIAL","Aprovado",13,"7.0"
"383","ELC1015",2015,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",13,"5.0"
"384","ELC1015",2018,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",8,"5.0"
"385","ELC1015",2014,"1. Semestre","COMPUTAÇÃO GRÁFICA","Tr.Parcial",1,"5.0"
"386","ELC1015",2020,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",22,"5.0"
"387","ELC1015",2018,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",14,"5.0"
"388","ELC1015",2020,"2. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",1,"5.0"
"389","ELC1015",2022,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",7,"5.0"
"390","ELC1015",2020,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",8,"5.0"
"391","ELC1015",2014,"1. Semestre","COMPUTAÇÃO GRÁFICA","Repr.Freq",4,"5.0"
"392","ELC1015",2017,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",8,"5.0"
"393","ELC1015",2015,"1. Semestre","COMPUTAÇÃO GRÁFICA","Repr.Freq",7,"5.0"
"394","ELC1015",2018,"2. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",2,"5.0"
"395","ELC1015",2022,"1. Semestre","COMPUTAÇÃO GRÁFICA","Repr.Freq",4,"5.0"
"396","ELC1015",2022,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",18,"5.0"
"397","ELC1015",2015,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",6,"5.0"
"398","ELC1015",2018,"2. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",1,"5.0"
"399","ELC1015",2017,"1. Semestre","COMPUTAÇÃO GRÁFICA","Repr.Freq",4,"5.0"
"400","ELC1015",2016,"1. Semestre","COMPUTAÇÃO GRÁFICA","Repr.Freq",11,"5.0"
"401","ELC1015",2020,"2. Semestre","COMPUTAÇÃO GRÁFICA","Tr.Parcial",1,"5.0"
"402","ELC1015",2017,"1. Semestre","COMPUTAÇÃO GRÁFICA","Tr.Parcial",4,"5.0"
"403","ELC1015",2016,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",15,"5.0"
"404","ELC1015",2014,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",24,"5.0"
"405","ELC1015",2020,"2. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",10,"5.0"
"406","ELC1015",2019,"2. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",2,"5.0"
"407","ELC1015",2019,"1. Semestre","COMPUTAÇÃO GRÁFICA","Repr.Freq",4,"5.0"
"408","ELC1015",2021,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",9,"5.0"
"409","ELC1015",2016,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",4,"5.0"
"410","ELC1015",2021,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",5,"5.0"
"411","ELC1015",2014,"2. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",1,"5.0"
"412","ELC1015",2022,"2. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",1,"5.0"
"413","ELC1015",2021,"1. Semestre","COMPUTAÇÃO GRÁFICA","Tr.Parcial",3,"5.0"
"414","ELC1015",2017,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",5,"5.0"
"415","ELC1015",2018,"1. Semestre","COMPUTAÇÃO GRÁFICA","Repr.Freq",11,"5.0"
"416","ELC1015",2022,"2. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",1,"5.0"
"417","ELC1015",2019,"1. Semestre","COMPUTAÇÃO GRÁFICA","Aprovado",25,"5.0"
"418","ELC1015",2014,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",7,"5.0"
"419","ELC1015",2020,"1. Semestre","COMPUTAÇÃO GRÁFICA","Tr.Parcial",2,"5.0"
"420","ELC1015",2019,"1. Semestre","COMPUTAÇÃO GRÁFICA","Reprovado",4,"5.0"
"421","ELC1016",2022,"2. Semestre","SISTEMAS OPERACIONAIS","Aprovado",1,"Inativo"
"422","ELC1016",2022,"2. Semestre","SISTEMAS OPERACIONAIS","Reprovado",1,"Inativo"
"423","ELC1017",2022,"1. Semestre","REDES DE COMPUTADORES","Repr.Freq",3,"Inativo"
"424","ELC1017",2014,"1. Semestre","REDES DE COMPUTADORES","Aprovado",2,"Inativo"
"425","ELC1017",2014,"2. Semestre","REDES DE COMPUTADORES","Aprovado",23,"Inativo"
"426","ELC1017",2014,"1. Semestre","REDES DE COMPUTADORES","Repr.Freq",2,"Inativo"
"427","ELC1017",2014,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",4,"Inativo"
"428","ELC1017",2014,"2. Semestre","REDES DE COMPUTADORES","Reprovado",6,"Inativo"
"429","ELC1017",2019,"2. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Inativo"
"430","ELC1017",2015,"1. Semestre","REDES DE COMPUTADORES","Aprovado",5,"Inativo"
"431","ELC1017",2015,"2. Semestre","REDES DE COMPUTADORES","Aprovado",13,"Inativo"
"432","ELC1017",2015,"1. Semestre","REDES DE COMPUTADORES","Repr.Freq",3,"Inativo"
"433","ELC1017",2018,"1. Semestre","REDES DE COMPUTADORES","Aprovado",3,"Inativo"
"434","ELC1017",2017,"2. Semestre","REDES DE COMPUTADORES","Aprovado",13,"Inativo"
"435","ELC1017",2019,"1. Semestre","REDES DE COMPUTADORES","Aprovado",4,"Inativo"
"436","ELC1017",2019,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",1,"Inativo"
"437","ELC1017",2016,"1. Semestre","REDES DE COMPUTADORES","Repr.Freq",1,"Inativo"
"438","ELC1017",2018,"2. Semestre","REDES DE COMPUTADORES","Aprovado",11,"Inativo"
"439","ELC1017",2018,"1. Semestre","REDES DE COMPUTADORES","Repr.Freq",1,"Inativo"
"440","ELC1017",2018,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",2,"Inativo"
"441","ELC1017",2018,"2. Semestre","REDES DE COMPUTADORES","Reprovado",2,"Inativo"
"442","ELC1017",2017,"1. Semestre","REDES DE COMPUTADORES","Aprovado",3,"Inativo"
"443","ELC1017",2017,"1. Semestre","REDES DE COMPUTADORES","Repr.Freq",1,"Inativo"
"444","ELC1017",2016,"2. Semestre","REDES DE COMPUTADORES","Aprovado",21,"Inativo"
"445","ELC1017",2021,"2. Semestre","REDES DE COMPUTADORES","Reprovado",3,"Inativo"
"446","ELC1017",2020,"2. Semestre","REDES DE COMPUTADORES","Aprovado",23,"Inativo"
"447","ELC1017",2021,"2. Semestre","REDES DE COMPUTADORES","Aprovado",7,"Inativo"
"448","ELC1017",2015,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",2,"Inativo"
"449","ELC1017",2015,"1. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Inativo"
"450","ELC1017",2019,"1. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Inativo"
"451","ELC1017",2017,"2. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Inativo"
"452","ELC1017",2019,"2. Semestre","REDES DE COMPUTADORES","Aprovado",17,"Inativo"
"453","ELC1017",2016,"1. Semestre","REDES DE COMPUTADORES","Aprovado",2,"Inativo"
"454","ELC1017",2016,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",6,"Inativo"
"455","ELC1017",2022,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",4,"Inativo"
"456","ELC1017",2020,"1. Semestre","REDES DE COMPUTADORES","Reprovado",3,"Inativo"
"457","ELC1017",2020,"1. Semestre","REDES DE COMPUTADORES","Aprovado",2,"Inativo"
"458","ELC1017",2022,"2. Semestre","REDES DE COMPUTADORES","Aprovado",18,"Inativo"
"459","ELC1017",2021,"1. Semestre","REDES DE COMPUTADORES","Reprovado",2,"Inativo"
"460","ELC1017",2020,"2. Semestre","REDES DE COMPUTADORES","Reprovado",4,"Inativo"
"461","ELC1017",2016,"1. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Inativo"
"462","ELC1017",2016,"2. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Inativo"
"463","ELC1017",2021,"1. Semestre","REDES DE COMPUTADORES","Aprovado",7,"Inativo"
"464","ELC1018",2022,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",3,"7.0"
"465","ELC1018",2019,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",3,"7.0"
"466","ELC1018",2019,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"7.0"
"467","ELC1018",2014,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",21,"7.0"
"468","ELC1018",2015,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"7.0"
"469","ELC1018",2021,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"7.0"
"470","ELC1018",2014,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"7.0"
"471","ELC1018",2019,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"7.0"
"472","ELC1018",2017,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Tr.Parcial",1,"7.0"
"473","ELC1018",2019,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",2,"7.0"
"474","ELC1018",2018,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",2,"7.0"
"475","ELC1018",2019,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",8,"7.0"
"476","ELC1018",2018,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"7.0"
"477","ELC1018",2014,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",2,"7.0"
"478","ELC1018",2016,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",7,"7.0"
"479","ELC1018",2021,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"7.0"
"480","ELC1018",2021,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",19,"7.0"
"481","ELC1018",2020,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Incompleto",5,"7.0"
"482","ELC1018",2021,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",2,"7.0"
"483","ELC1018",2016,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",3,"7.0"
"484","ELC1018",2016,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",2,"7.0"
"485","ELC1018",2015,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",1,"7.0"
"486","ELC1018",2016,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"7.0"
"487","ELC1018",2018,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",18,"7.0"
"488","ELC1018",2015,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",17,"7.0"
"489","ELC1018",2015,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"7.0"
"490","ELC1018",2020,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"7.0"
"491","ELC1018",2022,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",12,"7.0"
"492","ELC1018",2017,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",3,"7.0"
"493","ELC1018",2017,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",18,"7.0"
"494","ELC1018",2020,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",20,"7.0"
"495","ELC1035",2019,"1. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",6,"Inativo"
"496","ELC1035",2019,"1. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Repr.Freq",15,"Inativo"
"497","ELC1035",2019,"1. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",3,"Inativo"
"498","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Repr.Freq",7,"Inativo"
"499","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",2,"Inativo"
"500","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Tr.Parcial",1,"Inativo"
"501","ELC1035",2021,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",4,"Inativo"
"502","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",6,"Inativo"
"503","ELC1035",2021,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",5,"Inativo"
"504","ELC1035",2017,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Repr.Freq",8,"Inativo"
"505","ELC1035",2017,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",4,"Inativo"
"506","ELC1035",2017,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",16,"Inativo"
"507","ELC1042",2022,"2. Semestre","SISTEMAS LÓGICOS PROGRAMÁVEIS","Repr.Freq",1,"Inativo"
"508","ELC1046",2020,"2. Semestre","COMUNICAÇÃO DE DADOS","Reprovado",1,"Inativo"
"509","ELC1048",2019,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Aprovado",1,"DCG"
