"","COD_DISCIPLINA","ANO","SEMESTRE","NOME_DISCIPLINA","SIGLA","TOTAL_ALUNOS","NOME_CURSO","Sem"
"520","ELC1017",2020,"1. Semestre","REDES DE COMPUTADORES","Reprovado",3,"Ciência da Computação - Bacharelado","Inativo"
"521","ELC1017",2020,"2. Semestre","REDES DE COMPUTADORES","Reprovado",4,"Ciência da Computação - Bacharelado","Inativo"
"522","ELC1017",2016,"1. Semestre","REDES DE COMPUTADORES","Aprovado",2,"Ciência da Computação - Bacharelado","Inativo"
"523","ELC1017",2016,"1. Semestre","REDES DE COMPUTADORES","Repr.Freq",1,"Ciência da Computação - Bacharelado","Inativo"
"524","ELC1017",2016,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",6,"Ciência da Computação - Bacharelado","Inativo"
"525","ELC1017",2016,"1. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"526","ELC1017",2022,"2. Semestre","REDES DE COMPUTADORES","Repr.Freq",4,"Ciência da Computação - Bacharelado","Inativo"
"527","ELC1017",2021,"1. Semestre","REDES DE COMPUTADORES","Reprovado",2,"Ciência da Computação - Bacharelado","Inativo"
"528","ELC1017",2022,"2. Semestre","REDES DE COMPUTADORES","Aprovado",18,"Ciência da Computação - Bacharelado","Inativo"
"529","ELC1017",2021,"1. Semestre","REDES DE COMPUTADORES","Aprovado",7,"Ciência da Computação - Bacharelado","Inativo"
"530","ELC1017",2016,"2. Semestre","REDES DE COMPUTADORES","Aprovado",21,"Ciência da Computação - Bacharelado","Inativo"
"531","ELC1017",2016,"2. Semestre","REDES DE COMPUTADORES","Reprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"532","ELC1018",2023,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"Ciência da Computação - Bacharelado","7.0"
"533","ELC1018",2016,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",3,"Ciência da Computação - Bacharelado","7.0"
"534","ELC1018",2014,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","7.0"
"535","ELC1018",2019,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"Ciência da Computação - Bacharelado","7.0"
"536","ELC1018",2022,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",3,"Ciência da Computação - Bacharelado","7.0"
"537","ELC1018",2018,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",2,"Ciência da Computação - Bacharelado","7.0"
"538","ELC1018",2022,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",12,"Ciência da Computação - Bacharelado","7.0"
"539","ELC1018",2017,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","7.0"
"540","ELC1018",2018,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"Ciência da Computação - Bacharelado","7.0"
"541","ELC1018",2021,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"Ciência da Computação - Bacharelado","7.0"
"542","ELC1018",2023,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",3,"Ciência da Computação - Bacharelado","7.0"
"543","ELC1018",2019,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",8,"Ciência da Computação - Bacharelado","7.0"
"544","ELC1018",2015,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"Ciência da Computação - Bacharelado","7.0"
"545","ELC1018",2020,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Incompleto",5,"Ciência da Computação - Bacharelado","7.0"
"546","ELC1018",2014,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",21,"Ciência da Computação - Bacharelado","7.0"
"547","ELC1018",2021,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"Ciência da Computação - Bacharelado","7.0"
"548","ELC1018",2019,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"Ciência da Computação - Bacharelado","7.0"
"549","ELC1018",2015,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",1,"Ciência da Computação - Bacharelado","7.0"
"550","ELC1018",2023,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",28,"Ciência da Computação - Bacharelado","7.0"
"551","ELC1018",2014,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"Ciência da Computação - Bacharelado","7.0"
"552","ELC1018",2015,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",1,"Ciência da Computação - Bacharelado","7.0"
"553","ELC1018",2019,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",3,"Ciência da Computação - Bacharelado","7.0"
"554","ELC1018",2020,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",20,"Ciência da Computação - Bacharelado","7.0"
"555","ELC1018",2021,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",19,"Ciência da Computação - Bacharelado","7.0"
"556","ELC1018",2016,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","7.0"
"557","ELC1018",2017,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",18,"Ciência da Computação - Bacharelado","7.0"
"558","ELC1018",2020,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"Ciência da Computação - Bacharelado","7.0"
"559","ELC1018",2016,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",7,"Ciência da Computação - Bacharelado","7.0"
"560","ELC1018",2016,"2. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",1,"Ciência da Computação - Bacharelado","7.0"
"561","ELC1018",2017,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",3,"Ciência da Computação - Bacharelado","7.0"
"562","ELC1018",2018,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",18,"Ciência da Computação - Bacharelado","7.0"
"563","ELC1018",2021,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Reprovado",2,"Ciência da Computação - Bacharelado","7.0"
"564","ELC1018",2015,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Aprovado",17,"Ciência da Computação - Bacharelado","7.0"
"565","ELC1018",2019,"1. Semestre","SISTEMAS DISTRIBUÍDOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","7.0"
"566","ELC1035",2023,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",7,"Ciência da Computação - Bacharelado","Inativo"
"567","ELC1035",2019,"1. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",6,"Ciência da Computação - Bacharelado","Inativo"
"568","ELC1035",2019,"1. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Repr.Freq",15,"Ciência da Computação - Bacharelado","Inativo"
"569","ELC1035",2019,"1. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",3,"Ciência da Computação - Bacharelado","Inativo"
"570","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Repr.Freq",7,"Ciência da Computação - Bacharelado","Inativo"
"571","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",2,"Ciência da Computação - Bacharelado","Inativo"
"572","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","Inativo"
"573","ELC1035",2021,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",4,"Ciência da Computação - Bacharelado","Inativo"
"574","ELC1035",2021,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",5,"Ciência da Computação - Bacharelado","Inativo"
"575","ELC1035",2016,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",6,"Ciência da Computação - Bacharelado","Inativo"
"576","ELC1035",2017,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Repr.Freq",8,"Ciência da Computação - Bacharelado","Inativo"
"577","ELC1035",2017,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Reprovado",4,"Ciência da Computação - Bacharelado","Inativo"
"578","ELC1035",2023,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Repr.Freq",5,"Ciência da Computação - Bacharelado","Inativo"
"579","ELC1035",2017,"2. Semestre","PRÁTICA EM SISTEMAS OPERACIONAIS","Aprovado",16,"Ciência da Computação - Bacharelado","Inativo"
"580","ELC1042",2022,"2. Semestre","SISTEMAS LÓGICOS PROGRAMÁVEIS","Repr.Freq",1,"Ciência da Computação - Bacharelado","Inativo"
"581","ELC1046",2020,"2. Semestre","COMUNICAÇÃO DE DADOS","Reprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"582","ELC1048",2019,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"583","ELC1048",2022,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"584","ELC1048",2021,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"585","ELC1048",2022,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Repr.Freq",1,"Ciência da Computação - Bacharelado","DCG"
"586","ELC1048",2019,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"587","ELC1048",2019,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"588","ELC1048",2018,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"589","ELC1048",2020,"1. Semestre","PROJETO DE SISTEMAS EMBARCADOS","Incompleto",1,"Ciência da Computação - Bacharelado","DCG"
"590","ELC1051",2020,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",6,"Ciência da Computação - Bacharelado","DCG"
"591","ELC1051",2020,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Reprovado",2,"Ciência da Computação - Bacharelado","DCG"
"592","ELC1051",2018,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",3,"Ciência da Computação - Bacharelado","DCG"
"593","ELC1051",2017,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",2,"Ciência da Computação - Bacharelado","DCG"
"594","ELC1051",2019,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",1,"Ciência da Computação - Bacharelado","DCG"
"595","ELC1051",2018,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",1,"Ciência da Computação - Bacharelado","DCG"
"596","ELC1051",2016,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"597","ELC1051",2023,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",11,"Ciência da Computação - Bacharelado","DCG"
"598","ELC1051",2021,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",2,"Ciência da Computação - Bacharelado","DCG"
"599","ELC1051",2015,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",7,"Ciência da Computação - Bacharelado","DCG"
"600","ELC1051",2022,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",4,"Ciência da Computação - Bacharelado","DCG"
"601","ELC1051",2015,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Repr.Freq",1,"Ciência da Computação - Bacharelado","DCG"
"602","ELC1051",2016,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",7,"Ciência da Computação - Bacharelado","DCG"
"603","ELC1051",2019,"2. Semestre","COMPUTAÇÃO GRÁFICA AVANÇADA","Aprovado",5,"Ciência da Computação - Bacharelado","DCG"
"604","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",7,"Ciência da Computação - Bacharelado","1.0"
"605","ELC1064",2019,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",2,"Ciência da Computação - Bacharelado","1.0"
"606","ELC1064",2019,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"Ciência da Computação - Bacharelado","1.0"
"607","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Dispensado",2,"Ciência da Computação - Bacharelado","1.0"
"608","ELC1064",2019,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",12,"Ciência da Computação - Bacharelado","1.0"
"609","ELC1064",2019,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",4,"Ciência da Computação - Bacharelado","1.0"
"610","ELC1064",2016,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",5,"Ciência da Computação - Bacharelado","1.0"
"611","ELC1064",2015,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",3,"Ciência da Computação - Bacharelado","1.0"
"612","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",5,"Ciência da Computação - Bacharelado","1.0"
"613","ELC1064",2021,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",27,"Ciência da Computação - Bacharelado","1.0"
"614","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",27,"Ciência da Computação - Bacharelado","1.0"
"615","ELC1064",2019,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",5,"Ciência da Computação - Bacharelado","1.0"
"616","ELC1064",2022,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",6,"Ciência da Computação - Bacharelado","1.0"
"617","ELC1064",2020,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",6,"Ciência da Computação - Bacharelado","1.0"
"618","ELC1064",2019,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",22,"Ciência da Computação - Bacharelado","1.0"
"619","ELC1064",2015,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",2,"Ciência da Computação - Bacharelado","1.0"
"620","ELC1064",2021,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",8,"Ciência da Computação - Bacharelado","1.0"
"621","ELC1064",2022,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",5,"Ciência da Computação - Bacharelado","1.0"
"622","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"Ciência da Computação - Bacharelado","1.0"
"623","ELC1064",2023,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",8,"Ciência da Computação - Bacharelado","1.0"
"624","ELC1064",2023,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",1,"Ciência da Computação - Bacharelado","1.0"
"625","ELC1064",2020,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",18,"Ciência da Computação - Bacharelado","1.0"
"626","ELC1064",2014,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",3,"Ciência da Computação - Bacharelado","1.0"
"627","ELC1064",2021,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",4,"Ciência da Computação - Bacharelado","1.0"
"628","ELC1064",2020,"1. Semestre","LÓGICA E ALGORÍTMO","Incompleto",2,"Ciência da Computação - Bacharelado","1.0"
"629","ELC1064",2023,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",4,"Ciência da Computação - Bacharelado","1.0"
"630","ELC1064",2023,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",3,"Ciência da Computação - Bacharelado","1.0"
"631","ELC1064",2017,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"Ciência da Computação - Bacharelado","1.0"
"632","ELC1064",2020,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",13,"Ciência da Computação - Bacharelado","1.0"
"633","ELC1064",2018,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",5,"Ciência da Computação - Bacharelado","1.0"
"634","ELC1064",2016,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",11,"Ciência da Computação - Bacharelado","1.0"
"635","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","CancMatric",1,"Ciência da Computação - Bacharelado","1.0"
"636","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",23,"Ciência da Computação - Bacharelado","1.0"
"637","ELC1064",2021,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",2,"Ciência da Computação - Bacharelado","1.0"
"638","ELC1064",2016,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",19,"Ciência da Computação - Bacharelado","1.0"
"639","ELC1064",2023,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"Ciência da Computação - Bacharelado","1.0"
"640","ELC1064",2017,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",2,"Ciência da Computação - Bacharelado","1.0"
"641","ELC1064",2018,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",4,"Ciência da Computação - Bacharelado","1.0"
"642","ELC1064",2016,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",7,"Ciência da Computação - Bacharelado","1.0"
"643","ELC1064",2017,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",3,"Ciência da Computação - Bacharelado","1.0"
"644","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Tr.Parcial",1,"Ciência da Computação - Bacharelado","1.0"
"645","ELC1064",2017,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",12,"Ciência da Computação - Bacharelado","1.0"
"646","ELC1064",2020,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",5,"Ciência da Computação - Bacharelado","1.0"
"647","ELC1064",2016,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",1,"Ciência da Computação - Bacharelado","1.0"
"648","ELC1064",2023,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",28,"Ciência da Computação - Bacharelado","1.0"
"649","ELC1064",2017,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",8,"Ciência da Computação - Bacharelado","1.0"
"650","ELC1064",2015,"1. Semestre","LÓGICA E ALGORÍTMO","Tr.Parcial",1,"Ciência da Computação - Bacharelado","1.0"
"651","ELC1064",2015,"2. Semestre","LÓGICA E ALGORÍTMO","Reprovado",2,"Ciência da Computação - Bacharelado","1.0"
"652","ELC1064",2014,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",3,"Ciência da Computação - Bacharelado","1.0"
"653","ELC1064",2016,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",3,"Ciência da Computação - Bacharelado","1.0"
"654","ELC1064",2014,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",6,"Ciência da Computação - Bacharelado","1.0"
"655","ELC1064",2014,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",31,"Ciência da Computação - Bacharelado","1.0"
"656","ELC1064",2018,"2. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",1,"Ciência da Computação - Bacharelado","1.0"
"657","ELC1064",2014,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",4,"Ciência da Computação - Bacharelado","1.0"
"658","ELC1064",2018,"1. Semestre","LÓGICA E ALGORÍTMO","Repr.Freq",6,"Ciência da Computação - Bacharelado","1.0"
"659","ELC1064",2022,"1. Semestre","LÓGICA E ALGORÍTMO","Reprovado",10,"Ciência da Computação - Bacharelado","1.0"
"660","ELC1064",2018,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",2,"Ciência da Computação - Bacharelado","1.0"
"661","ELC1064",2014,"2. Semestre","LÓGICA E ALGORÍTMO","Aprovado",1,"Ciência da Computação - Bacharelado","1.0"
"662","ELC1064",2017,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",27,"Ciência da Computação - Bacharelado","1.0"
"663","ELC1064",2018,"1. Semestre","LÓGICA E ALGORÍTMO","Aprovado",26,"Ciência da Computação - Bacharelado","1.0"
"664","ELC1065",2023,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Tr.Parcial",1,"Ciência da Computação - Bacharelado","1.0"
"665","ELC1065",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",9,"Ciência da Computação - Bacharelado","1.0"
"666","ELC1065",2023,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",2,"Ciência da Computação - Bacharelado","1.0"
"667","ELC1065",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",10,"Ciência da Computação - Bacharelado","1.0"
"668","ELC1065",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",3,"Ciência da Computação - Bacharelado","1.0"
"669","ELC1065",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Tr.Parcial",2,"Ciência da Computação - Bacharelado","1.0"
"670","ELC1065",2021,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",8,"Ciência da Computação - Bacharelado","1.0"
"671","ELC1065",2023,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",7,"Ciência da Computação - Bacharelado","1.0"
"672","ELC1065",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",9,"Ciência da Computação - Bacharelado","1.0"
"673","ELC1065",2020,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",1,"Ciência da Computação - Bacharelado","1.0"
"674","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",7,"Ciência da Computação - Bacharelado","1.0"
"675","ELC1065",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",11,"Ciência da Computação - Bacharelado","1.0"
"676","ELC1065",2022,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",2,"Ciência da Computação - Bacharelado","1.0"
"677","ELC1065",2020,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Incompleto",7,"Ciência da Computação - Bacharelado","1.0"
"678","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",29,"Ciência da Computação - Bacharelado","1.0"
"679","ELC1065",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",9,"Ciência da Computação - Bacharelado","1.0"
"680","ELC1065",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",5,"Ciência da Computação - Bacharelado","1.0"
"681","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","CancMatric",1,"Ciência da Computação - Bacharelado","1.0"
"682","ELC1065",2021,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",27,"Ciência da Computação - Bacharelado","1.0"
"683","ELC1065",2016,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",1,"Ciência da Computação - Bacharelado","1.0"
"684","ELC1065",2016,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",5,"Ciência da Computação - Bacharelado","1.0"
"685","ELC1065",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",7,"Ciência da Computação - Bacharelado","1.0"
"686","ELC1065",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",3,"Ciência da Computação - Bacharelado","1.0"
"687","ELC1065",2015,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",5,"Ciência da Computação - Bacharelado","1.0"
"688","ELC1065",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",3,"Ciência da Computação - Bacharelado","1.0"
"689","ELC1065",2020,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",4,"Ciência da Computação - Bacharelado","1.0"
"690","ELC1065",2017,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",12,"Ciência da Computação - Bacharelado","1.0"
"691","ELC1065",2018,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",2,"Ciência da Computação - Bacharelado","1.0"
"692","ELC1065",2023,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",31,"Ciência da Computação - Bacharelado","1.0"
"693","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Tr.Parcial",1,"Ciência da Computação - Bacharelado","1.0"
"694","ELC1065",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",11,"Ciência da Computação - Bacharelado","1.0"
"695","ELC1065",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",10,"Ciência da Computação - Bacharelado","1.0"
"696","ELC1065",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",4,"Ciência da Computação - Bacharelado","1.0"
"697","ELC1065",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",6,"Ciência da Computação - Bacharelado","1.0"
"698","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",9,"Ciência da Computação - Bacharelado","1.0"
"699","ELC1065",2022,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",8,"Ciência da Computação - Bacharelado","1.0"
"700","ELC1065",2017,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",5,"Ciência da Computação - Bacharelado","1.0"
"701","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",1,"Ciência da Computação - Bacharelado","1.0"
"702","ELC1065",2021,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",3,"Ciência da Computação - Bacharelado","1.0"
"703","ELC1065",2022,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Tr.Parcial",1,"Ciência da Computação - Bacharelado","1.0"
"704","ELC1065",2015,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",22,"Ciência da Computação - Bacharelado","1.0"
"705","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",4,"Ciência da Computação - Bacharelado","1.0"
"706","ELC1065",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",1,"Ciência da Computação - Bacharelado","1.0"
"707","ELC1065",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Reprovado",15,"Ciência da Computação - Bacharelado","1.0"
"708","ELC1065",2014,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Repr.Freq",3,"Ciência da Computação - Bacharelado","1.0"
"709","ELC1065",2014,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",8,"Ciência da Computação - Bacharelado","1.0"
"710","ELC1065",2019,"2. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",4,"Ciência da Computação - Bacharelado","1.0"
"711","ELC1065",2018,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",25,"Ciência da Computação - Bacharelado","1.0"
"712","ELC1065",2019,"1. Semestre","LABORATÓRIO DE PROGRAMAÇÃO I","Aprovado",27,"Ciência da Computação - Bacharelado","1.0"
