"","COD_DISCIPLINA","ANO","SEMESTRE","NOME_DISCIPLINA","SIGLA","TOTAL_ALUNOS","NOME_CURSO","Sem"
"1235","ELC1085",2017,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",34,"Ciência da Computação - Bacharelado","Inativo"
"1236","ELC1085",2017,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",3,"Ciência da Computação - Bacharelado","Inativo"
"1237","ELC1085",2016,"2. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"1238","ELC1085",2016,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",11,"Ciência da Computação - Bacharelado","Inativo"
"1239","ELC1085",2016,"2. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"1240","ELC1085",2014,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",32,"Ciência da Computação - Bacharelado","Inativo"
"1241","ELC1085",2014,"2. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",3,"Ciência da Computação - Bacharelado","Inativo"
"1242","ELC1085",2014,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",7,"Ciência da Computação - Bacharelado","Inativo"
"1243","ELC1085",2018,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",31,"Ciência da Computação - Bacharelado","Inativo"
"1244","ELC1085",2018,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Repr.Freq",6,"Ciência da Computação - Bacharelado","Inativo"
"1245","ELC1085",2016,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",26,"Ciência da Computação - Bacharelado","Inativo"
"1246","ELC1085",2015,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",33,"Ciência da Computação - Bacharelado","Inativo"
"1247","ELC1085",2015,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Repr.Freq",5,"Ciência da Computação - Bacharelado","Inativo"
"1248","ELC1085",2020,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Incompleto",34,"Ciência da Computação - Bacharelado","Inativo"
"1249","ELC1085",2020,"2. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",7,"Ciência da Computação - Bacharelado","Inativo"
"1250","ELC1085",2022,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",41,"Ciência da Computação - Bacharelado","Inativo"
"1251","ELC1085",2021,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",32,"Ciência da Computação - Bacharelado","Inativo"
"1252","ELC1085",2019,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",39,"Ciência da Computação - Bacharelado","Inativo"
"1253","ELC1085",2020,"2. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",16,"Ciência da Computação - Bacharelado","Inativo"
"1254","ELC1085",2023,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Aprovado",37,"Ciência da Computação - Bacharelado","Inativo"
"1255","ELC1085",2023,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",2,"Ciência da Computação - Bacharelado","Inativo"
"1256","ELC1085",2022,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","CancMatric",1,"Ciência da Computação - Bacharelado","Inativo"
"1257","ELC1085",2022,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",6,"Ciência da Computação - Bacharelado","Inativo"
"1258","ELC1085",2021,"1. Semestre","INTRODUÇÃO À COMPUTAÇÃO ""A""","Reprovado",2,"Ciência da Computação - Bacharelado","Inativo"
"1259","ELC1086",2019,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",12,"Ciência da Computação - Bacharelado","2.0"
"1260","ELC1086",2016,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Reprovado",1,"Ciência da Computação - Bacharelado","2.0"
"1261","ELC1086",2016,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Repr.Freq",2,"Ciência da Computação - Bacharelado","2.0"
"1262","ELC1086",2020,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",20,"Ciência da Computação - Bacharelado","2.0"
"1263","ELC1086",2018,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Repr.Freq",2,"Ciência da Computação - Bacharelado","2.0"
"1264","ELC1086",2015,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Reprovado",4,"Ciência da Computação - Bacharelado","2.0"
"1265","ELC1086",2017,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Tr.Parcial",1,"Ciência da Computação - Bacharelado","2.0"
"1266","ELC1086",2017,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Repr.Freq",3,"Ciência da Computação - Bacharelado","2.0"
"1267","ELC1086",2015,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",20,"Ciência da Computação - Bacharelado","2.0"
"1268","ELC1086",2016,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",17,"Ciência da Computação - Bacharelado","2.0"
"1269","ELC1086",2023,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",22,"Ciência da Computação - Bacharelado","2.0"
"1270","ELC1086",2019,"2. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Reprovado",1,"Ciência da Computação - Bacharelado","2.0"
"1271","ELC1086",2014,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Repr.Freq",7,"Ciência da Computação - Bacharelado","2.0"
"1272","ELC1086",2018,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",21,"Ciência da Computação - Bacharelado","2.0"
"1273","ELC1086",2020,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Incompleto",5,"Ciência da Computação - Bacharelado","2.0"
"1274","ELC1086",2019,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Repr.Freq",2,"Ciência da Computação - Bacharelado","2.0"
"1275","ELC1086",2014,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",17,"Ciência da Computação - Bacharelado","2.0"
"1276","ELC1086",2021,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Reprovado",2,"Ciência da Computação - Bacharelado","2.0"
"1277","ELC1086",2022,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",16,"Ciência da Computação - Bacharelado","2.0"
"1278","ELC1086",2023,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Repr.Freq",2,"Ciência da Computação - Bacharelado","2.0"
"1279","ELC1086",2021,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",21,"Ciência da Computação - Bacharelado","2.0"
"1280","ELC1086",2017,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Aprovado",14,"Ciência da Computação - Bacharelado","2.0"
"1281","ELC1086",2019,"1. Semestre","METODOLOGIA DE PESQUISA EM INFORMÁTICA","Reprovado",1,"Ciência da Computação - Bacharelado","2.0"
"1282","ELC1088",2017,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1283","ELC1088",2023,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",6,"Ciência da Computação - Bacharelado","DCG"
"1284","ELC1088",2022,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1285","ELC1088",2018,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",4,"Ciência da Computação - Bacharelado","DCG"
"1286","ELC1088",2023,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",11,"Ciência da Computação - Bacharelado","DCG"
"1287","ELC1088",2022,"1. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1288","ELC1088",2016,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1289","ELC1088",2019,"1. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1290","ELC1088",2016,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",20,"Ciência da Computação - Bacharelado","DCG"
"1291","ELC1088",2020,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1292","ELC1088",2017,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1293","ELC1088",2019,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1294","ELC1088",2017,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1295","ELC1088",2014,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Repr.Freq",5,"Ciência da Computação - Bacharelado","DCG"
"1296","ELC1088",2021,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1297","ELC1088",2018,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",4,"Ciência da Computação - Bacharelado","DCG"
"1298","ELC1088",2015,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",9,"Ciência da Computação - Bacharelado","DCG"
"1299","ELC1088",2019,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",4,"Ciência da Computação - Bacharelado","DCG"
"1300","ELC1088",2015,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",4,"Ciência da Computação - Bacharelado","DCG"
"1301","ELC1088",2014,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",23,"Ciência da Computação - Bacharelado","DCG"
"1302","ELC1088",2020,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Aprovado",4,"Ciência da Computação - Bacharelado","DCG"
"1303","ELC1088",2016,"2. Semestre","IMPLEMENTAÇÃO DE LINGUAGENS DE PROGRAMAÇÃO","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1304","ELC1090",2015,"2. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Aprovado",14,"Ciência da Computação - Bacharelado","DCG"
"1305","ELC1090",2015,"2. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Repr.Freq",7,"Ciência da Computação - Bacharelado","DCG"
"1306","ELC1090",2023,"1. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1307","ELC1090",2014,"2. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1308","ELC1090",2023,"1. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Repr.Freq",3,"Ciência da Computação - Bacharelado","DCG"
"1309","ELC1090",2015,"2. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1310","ELC1090",2023,"1. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Aprovado",9,"Ciência da Computação - Bacharelado","DCG"
"1311","ELC1090",2014,"2. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Reprovado",5,"Ciência da Computação - Bacharelado","DCG"
"1312","ELC1090",2014,"2. Semestre","DESENVOLVIMENTO DE SOFTWARE PARA A WEB","Aprovado",29,"Ciência da Computação - Bacharelado","DCG"
"1313","ELC1092",2023,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",8,"Ciência da Computação - Bacharelado","DCG"
"1314","ELC1092",2023,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Reprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1315","ELC1092",2019,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Repr.Freq",5,"Ciência da Computação - Bacharelado","DCG"
"1316","ELC1092",2019,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",16,"Ciência da Computação - Bacharelado","DCG"
"1317","ELC1092",2020,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",12,"Ciência da Computação - Bacharelado","DCG"
"1318","ELC1092",2022,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1319","ELC1092",2014,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Reprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1320","ELC1092",2014,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1321","ELC1092",2014,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1322","ELC1092",2017,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",2,"Ciência da Computação - Bacharelado","DCG"
"1323","ELC1092",2014,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",17,"Ciência da Computação - Bacharelado","DCG"
"1324","ELC1092",2015,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",15,"Ciência da Computação - Bacharelado","DCG"
"1325","ELC1092",2019,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",2,"Ciência da Computação - Bacharelado","DCG"
"1326","ELC1092",2021,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1327","ELC1092",2022,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Reprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1328","ELC1092",2021,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Reprovado",5,"Ciência da Computação - Bacharelado","DCG"
"1329","ELC1092",2020,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Reprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1330","ELC1092",2018,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Reprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1331","ELC1092",2021,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",2,"Ciência da Computação - Bacharelado","DCG"
"1332","ELC1092",2017,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",6,"Ciência da Computação - Bacharelado","DCG"
"1333","ELC1092",2015,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Repr.Freq",3,"Ciência da Computação - Bacharelado","DCG"
"1334","ELC1092",2020,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1335","ELC1092",2022,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1336","ELC1092",2018,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1337","ELC1092",2017,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1338","ELC1092",2016,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1339","ELC1092",2018,"2. Semestre","LINGUAGENS DE MARCAÇÃO EXTENSÍVEIS","Aprovado",11,"Ciência da Computação - Bacharelado","DCG"
"1340","ELC1095",2019,"1. Semestre","SISTEMAS OPERACIONAIS DE TEMPO REAL","Repr.Freq",3,"Ciência da Computação - Bacharelado","DCG"
"1341","ELC1095",2019,"1. Semestre","SISTEMAS OPERACIONAIS DE TEMPO REAL","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1342","ELC1095",2016,"1. Semestre","SISTEMAS OPERACIONAIS DE TEMPO REAL","Repr.Freq",1,"Ciência da Computação - Bacharelado","DCG"
"1343","ELC1095",2021,"1. Semestre","SISTEMAS OPERACIONAIS DE TEMPO REAL","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1344","ELC1095",2023,"1. Semestre","SISTEMAS OPERACIONAIS DE TEMPO REAL","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1345","ELC1097",2019,"1. Semestre","SISTEMAS COLABORATIVOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1346","ELC1097",2015,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1347","ELC1097",2017,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1348","ELC1097",2020,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1349","ELC1097",2017,"1. Semestre","SISTEMAS COLABORATIVOS","Repr.Freq",4,"Ciência da Computação - Bacharelado","DCG"
"1350","ELC1097",2020,"1. Semestre","SISTEMAS COLABORATIVOS","Incompleto",1,"Ciência da Computação - Bacharelado","DCG"
"1351","ELC1097",2019,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",4,"Ciência da Computação - Bacharelado","DCG"
"1352","ELC1097",2018,"1. Semestre","SISTEMAS COLABORATIVOS","Repr.Freq",3,"Ciência da Computação - Bacharelado","DCG"
"1353","ELC1097",2021,"1. Semestre","SISTEMAS COLABORATIVOS","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1354","ELC1097",2014,"1. Semestre","SISTEMAS COLABORATIVOS","Repr.Freq",3,"Ciência da Computação - Bacharelado","DCG"
"1355","ELC1097",2014,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",12,"Ciência da Computação - Bacharelado","DCG"
"1356","ELC1097",2016,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1357","ELC1097",2021,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1358","ELC1097",2018,"1. Semestre","SISTEMAS COLABORATIVOS","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1359","ELC1097",2016,"1. Semestre","SISTEMAS COLABORATIVOS","Repr.Freq",1,"Ciência da Computação - Bacharelado","DCG"
"1360","ELC1098",2019,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",22,"Ciência da Computação - Bacharelado","DCG"
"1361","ELC1098",2015,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",5,"Ciência da Computação - Bacharelado","DCG"
"1362","ELC1098",2015,"2. Semestre","MINERAÇÃO DE DADOS","Repr.Freq",4,"Ciência da Computação - Bacharelado","DCG"
"1363","ELC1098",2014,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",12,"Ciência da Computação - Bacharelado","DCG"
"1364","ELC1098",2016,"2. Semestre","MINERAÇÃO DE DADOS","Repr.Freq",5,"Ciência da Computação - Bacharelado","DCG"
"1365","ELC1098",2018,"2. Semestre","MINERAÇÃO DE DADOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1366","ELC1098",2022,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",18,"Ciência da Computação - Bacharelado","DCG"
"1367","ELC1098",2014,"2. Semestre","MINERAÇÃO DE DADOS","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1368","ELC1098",2018,"2. Semestre","MINERAÇÃO DE DADOS","Tr.Parcial",2,"Ciência da Computação - Bacharelado","DCG"
"1369","ELC1098",2023,"2. Semestre","MINERAÇÃO DE DADOS","Tr.Parcial",4,"Ciência da Computação - Bacharelado","DCG"
"1370","ELC1098",2016,"2. Semestre","MINERAÇÃO DE DADOS","Tr.Parcial",1,"Ciência da Computação - Bacharelado","DCG"
"1371","ELC1098",2022,"2. Semestre","MINERAÇÃO DE DADOS","Dispensado",1,"Ciência da Computação - Bacharelado","DCG"
"1372","ELC1098",2019,"2. Semestre","MINERAÇÃO DE DADOS","Tr.Parcial",3,"Ciência da Computação - Bacharelado","DCG"
"1373","ELC1098",2020,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",9,"Ciência da Computação - Bacharelado","DCG"
"1374","ELC1098",2018,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1375","ELC1098",2014,"2. Semestre","MINERAÇÃO DE DADOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1376","ELC1098",2020,"2. Semestre","MINERAÇÃO DE DADOS","Reprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1377","ELC1098",2023,"2. Semestre","MINERAÇÃO DE DADOS","Repr.Freq",3,"Ciência da Computação - Bacharelado","DCG"
"1378","ELC1098",2023,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",15,"Ciência da Computação - Bacharelado","DCG"
"1379","ELC1098",2019,"2. Semestre","MINERAÇÃO DE DADOS","Reprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1380","ELC1098",2016,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",12,"Ciência da Computação - Bacharelado","DCG"
"1381","ELC1098",2018,"2. Semestre","MINERAÇÃO DE DADOS","Reprovado",3,"Ciência da Computação - Bacharelado","DCG"
"1382","ELC1098",2019,"2. Semestre","MINERAÇÃO DE DADOS","Repr.Freq",4,"Ciência da Computação - Bacharelado","DCG"
"1383","ELC1098",2021,"2. Semestre","MINERAÇÃO DE DADOS","Aprovado",7,"Ciência da Computação - Bacharelado","DCG"
"1384","ELC1098",2021,"2. Semestre","MINERAÇÃO DE DADOS","Reprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1385","ELC1104",2017,"1. Semestre","SISTEMAS INTELIGENTES","Aprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"1386","ELC1104",2021,"1. Semestre","SISTEMAS INTELIGENTES","Aprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"1387","ELC1104",2016,"1. Semestre","SISTEMAS INTELIGENTES","Repr.Freq",1,"Ciência da Computação - Bacharelado","Inativo"
"1388","ELC1104",2015,"1. Semestre","SISTEMAS INTELIGENTES","Aprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"1389","ELC1104",2022,"1. Semestre","SISTEMAS INTELIGENTES","Repr.Freq",1,"Ciência da Computação - Bacharelado","Inativo"
"1390","ELC1107",2019,"2. Semestre","PROGRAMAÇÃO ORIENTADA A OBJETOS","Aprovado",1,"Ciência da Computação - Bacharelado","Inativo"
"1391","ELC1108",2014,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1392","ELC1108",2021,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",9,"Ciência da Computação - Bacharelado","DCG"
"1393","ELC1108",2014,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1394","ELC1108",2020,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Reprovado",6,"Ciência da Computação - Bacharelado","DCG"
"1395","ELC1108",2021,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Reprovado",6,"Ciência da Computação - Bacharelado","DCG"
"1396","ELC1108",2018,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1397","ELC1108",2022,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Reprovado",1,"Ciência da Computação - Bacharelado","DCG"
"1398","ELC1108",2017,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",5,"Ciência da Computação - Bacharelado","DCG"
"1399","ELC1108",2017,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Tr.Parcial",2,"Ciência da Computação - Bacharelado","DCG"
"1400","ELC1108",2023,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Repr.Freq",2,"Ciência da Computação - Bacharelado","DCG"
"1401","ELC1108",2022,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Tr.Parcial",2,"Ciência da Computação - Bacharelado","DCG"
"1402","ELC1108",2019,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",2,"Ciência da Computação - Bacharelado","DCG"
"1403","ELC1108",2019,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Repr.Freq",3,"Ciência da Computação - Bacharelado","DCG"
"1404","ELC1108",2017,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Repr.Freq",6,"Ciência da Computação - Bacharelado","DCG"
"1405","ELC1108",2020,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",7,"Ciência da Computação - Bacharelado","DCG"
"1406","ELC1108",2019,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Tr.Parcial",4,"Ciência da Computação - Bacharelado","DCG"
"1407","ELC1108",2022,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",6,"Ciência da Computação - Bacharelado","DCG"
"1408","ELC1108",2023,"2. Semestre","ANÁLISE E PROJETO DE SISTEMAS ORIENTADOS A OBJETOS","Aprovado",5,"Ciência da Computação - Bacharelado","DCG"
